CustomerID,Age,Gender,MaritalStatus,Occupation,IncomeLevel,CreditLimit,CreditScore,CardType,YearsWithBank,NumberOfCreditCards,AverageMonthlySpending,LatePayments,CreditCardUsage,MobileBankingUsage,CustomerSatisfactionRating
CUST0540,41,Male,Married,Business Owner,64221,37878,649,Gold,19,5,12120,2,0.32,Yes,3
CUST0541,18,Female,Widowed,Student,552,3869,767,Gold,5,2,502,1,0.13,Yes,1
CUST0542,47,Male,Divorced,Business Owner,140245,19429,791,Gold,12,5,5051,1,0.26,Yes,4
CUST0543,21,Male,Widowed,Student,1045,3711,534,Silver,1,1,3117,9,0.84,No,1
CUST0544,19,Female,Married,Student,2742,3358,348,Silver,5,2,2216,4,0.66,Yes,5
CUST0545,54,Male,Married,Executive,134862,45135,706,Platinum,12,2,20762,1,0.46,Yes,5
CUST0546,46,Female,Divorced,Private Sector Employee,65886,11868,616,Gold,7,1,7714,2,0.65,Yes,3
CUST0547,54,Male,Single,Private Sector Employee,40459,12935,346,Silver,18,1,9054,9,0.7,No,3
CUST0548,24,Male,Widowed,Student,1342,2953,557,Silver,4,2,2096,7,0.71,Yes,4
CUST0549,56,Female,Married,Executive,190135,26438,436,Silver,12,5,23265,9,0.88,Yes,4
CUST0550,46,Female,Divorced,Private Sector Employee,50001,6359,847,Gold,19,3,1780,0,0.28,No,1
CUST0551,61,Female,Widowed,Executive,106403,65689,771,Diamond,11,3,32187,1,0.49,Yes,5
CUST0552,22,Female,Divorced,Student,3976,3530,460,Silver,1,1,2118,5,0.6,Yes,4
CUST0553,58,Male,Divorced,Business Owner,54536,11015,660,Gold,6,4,7490,2,0.68,No,5
CUST0554,39,Female,Married,Government Employee,32620,17555,795,Gold,5,2,3686,0,0.21,No,2
CUST0555,18,Female,Divorced,Student,2193,2296,403,Silver,4,1,1170,3,0.51,Yes,1
CUST0556,39,Female,Widowed,Government Employee,29104,7515,396,Silver,2,5,5485,9,0.73,No,4
CUST0557,43,Male,Single,Executive,132283,39751,700,Platinum,18,1,18285,2,0.46,No,1
CUST0558,45,Male,Widowed,Executive,231025,44360,716,Platinum,17,3,11977,1,0.27,Yes,3
CUST0559,53,Female,Divorced,Business Owner,132746,40526,436,Silver,15,3,24315,8,0.6,No,1
CUST0560,47,Male,Widowed,Private Sector Employee,86737,19446,622,Gold,18,1,9723,3,0.5,No,1
CUST0561,58,Female,Widowed,Private Sector Employee,77087,13516,458,Silver,1,2,11488,7,0.85,Yes,4
CUST0562,47,Female,Widowed,Executive,124366,64796,409,Silver,20,5,40173,4,0.62,No,1
CUST0563,42,Male,Widowed,Executive,195177,59424,844,Diamond,19,2,13073,0,0.22,No,2
CUST0564,25,Female,Widowed,Private Sector Employee,53305,17065,498,Silver,3,2,9556,10,0.56,No,5
CUST0565,42,Female,Married,Business Owner,136227,27392,583,Silver,7,3,15339,4,0.56,Yes,2
CUST0566,47,Female,Divorced,Private Sector Employee,38330,19610,551,Silver,5,2,13530,8,0.69,No,1
CUST0567,19,Female,Single,Student,819,4224,461,Silver,5,1,2154,3,0.51,No,2
CUST0568,47,Female,Widowed,Business Owner,153031,25645,670,Platinum,10,3,16669,2,0.65,Yes,4
CUST0569,41,Male,Married,Executive,211903,69476,760,Diamond,2,3,29874,1,0.43,Yes,1
CUST0570,50,Female,Divorced,Private Sector Employee,47877,8763,659,Gold,11,2,4732,1,0.54,Yes,5
CUST0571,26,Male,Married,Government Employee,77939,7337,503,Silver,19,3,5796,3,0.79,No,3
CUST0572,56,Female,Widowed,Executive,210234,47935,320,Silver,7,5,37868,7,0.79,No,5
CUST0573,61,Male,Divorced,Executive,198085,53184,405,Silver,13,5,41483,3,0.78,No,3
CUST0574,42,Female,Divorced,Government Employee,42757,6810,762,Gold,10,1,2043,1,0.3,Yes,5
CUST0575,58,Male,Single,Private Sector Employee,97180,12160,625,Gold,7,4,7782,3,0.64,No,2
CUST0576,39,Male,Single,Business Owner,164796,41294,676,Platinum,11,4,27666,1,0.67,Yes,2
CUST0577,42,Female,Divorced,Executive,222601,47455,607,Gold,13,2,21354,3,0.45,Yes,4
CUST0578,29,Male,Widowed,Government Employee,49373,11273,560,Silver,8,3,9131,6,0.81,No,2
CUST0579,24,Male,Married,Student,1943,4102,376,Silver,2,2,3527,9,0.86,Yes,5
CUST0580,33,Female,Single,Government Employee,35269,19955,576,Silver,15,2,17560,7,0.88,Yes,2
CUST0581,20,Male,Married,Student,3786,4891,706,Gold,5,2,2200,0,0.45,Yes,3
CUST0582,19,Female,Divorced,Student,2011,3552,347,Silver,1,1,3054,3,0.86,Yes,3
CUST0583,39,Male,Divorced,Government Employee,51840,5004,383,Silver,3,4,2552,7,0.51,Yes,1
CUST0584,46,Female,Single,Government Employee,74871,7392,811,Gold,5,5,887,1,0.12,Yes,3
CUST0585,53,Male,Married,Government Employee,33167,12853,392,Silver,1,2,7326,3,0.57,Yes,4
CUST0586,48,Female,Divorced,Business Owner,132971,12776,836,Gold,15,5,5493,1,0.43,Yes,2
CUST0587,19,Male,Divorced,Student,4188,4287,486,Silver,3,1,3172,9,0.74,Yes,4
CUST0588,55,Male,Divorced,Business Owner,186375,26061,603,Gold,6,2,15375,1,0.59,Yes,4
CUST0589,24,Female,Widowed,Student,428,4446,656,Gold,1,2,2134,3,0.48,Yes,3
CUST0590,30,Female,Widowed,Business Owner,114990,29213,815,Platinum,8,3,10808,1,0.37,Yes,4
CUST0591,25,Male,Widowed,Student,4945,4064,764,Gold,2,1,853,1,0.21,Yes,4
CUST0592,41,Female,Single,Private Sector Employee,89514,16671,403,Silver,20,4,10836,6,0.65,Yes,5
CUST0593,52,Male,Widowed,Government Employee,25895,18458,608,Gold,16,1,7383,2,0.4,No,4
CUST0594,23,Female,Single,Student,4989,4232,733,Gold,2,2,1523,1,0.36,No,5
CUST0595,50,Female,Widowed,Executive,156680,26866,401,Silver,5,3,22030,6,0.82,Yes,2
CUST0596,18,Female,Married,Student,3491,4402,642,Gold,3,1,1540,2,0.35,No,4
CUST0597,41,Male,Single,Private Sector Employee,96982,19574,617,Gold,9,5,9199,2,0.47,Yes,2
CUST0598,20,Female,Widowed,Student,317,2918,388,Silver,2,2,2392,10,0.82,Yes,5
CUST0599,44,Female,Single,Government Employee,79850,17813,721,Gold,2,5,8372,1,0.47,No,1
CUST0600,52,Female,Single,Private Sector Employee,88946,11361,751,Gold,5,3,2499,0,0.22,Yes,1
CUST0601,45,Female,Widowed,Government Employee,45833,19378,569,Silver,9,5,12208,5,0.63,No,2
CUST0602,56,Female,Widowed,Business Owner,198715,48419,490,Silver,11,3,31956,9,0.66,Yes,3
CUST0603,58,Female,Married,Business Owner,68026,44670,709,Platinum,9,4,21441,0,0.48,Yes,5
CUST0604,50,Male,Divorced,Executive,214911,32653,331,Silver,18,1,22204,9,0.68,No,2
CUST0605,53,Female,Married,Private Sector Employee,47949,8622,353,Silver,14,2,5518,10,0.64,Yes,5
CUST0606,36,Female,Widowed,Private Sector Employee,74072,16747,451,Silver,12,1,12392,8,0.74,Yes,4
CUST0607,62,Male,Widowed,Executive,138223,35883,346,Silver,9,2,26194,6,0.73,No,4
CUST0608,35,Female,Widowed,Government Employee,50110,10019,503,Silver,1,1,7514,3,0.75,Yes,3
CUST0609,22,Male,Married,Student,4510,4802,404,Silver,2,2,2497,5,0.52,Yes,1
CUST0610,53,Male,Divorced,Business Owner,191800,36209,466,Silver,7,4,19914,4,0.55,Yes,2
CUST0611,54,Female,Married,Business Owner,182127,49290,677,Platinum,3,5,16265,3,0.33,Yes,3
CUST0612,24,Male,Widowed,Student,4299,4121,587,Silver,4,2,3008,5,0.73,Yes,5
CUST0613,55,Female,Married,Executive,133264,26959,530,Silver,14,4,14288,4,0.53,Yes,2
CUST0614,24,Male,Divorced,Student,870,4249,460,Silver,2,2,3654,5,0.86,No,3
CUST0615,62,Male,Single,Business Owner,179673,27103,515,Silver,10,1,13822,3,0.51,Yes,5
CUST0616,46,Female,Married,Business Owner,148506,18389,440,Silver,5,5,10665,3,0.58,Yes,3
CUST0617,34,Male,Married,Private Sector Employee,41766,10095,547,Silver,1,3,6460,9,0.64,Yes,2
CUST0618,23,Female,Widowed,Student,3383,1997,389,Silver,3,2,1457,5,0.73,Yes,4
CUST0619,50,Female,Divorced,Business Owner,193946,11254,614,Gold,17,4,3938,3,0.35,Yes,4
CUST0620,34,Female,Single,Private Sector Employee,88633,5360,506,Silver,16,3,3162,6,0.59,Yes,1
CUST0621,60,Female,Single,Government Employee,66850,18326,505,Silver,15,4,11178,4,0.61,Yes,1
CUST0622,18,Male,Widowed,Student,116,4546,477,Silver,2,1,3454,7,0.76,No,2
CUST0623,27,Male,Married,Government Employee,74079,8841,712,Gold,18,2,3182,0,0.36,Yes,4
CUST0624,50,Female,Widowed,Executive,218618,61942,509,Silver,2,1,41501,5,0.67,Yes,5
CUST0625,21,Male,Divorced,Student,4673,1977,407,Silver,4,1,1581,5,0.8,Yes,1
CUST0626,25,Male,Single,Government Employee,58327,11183,437,Silver,3,1,7939,8,0.71,Yes,1
CUST0627,62,Male,Married,Business Owner,123008,35513,730,Platinum,2,3,4616,0,0.13,Yes,1
CUST0628,49,Male,Widowed,Business Owner,158073,45218,701,Platinum,5,2,12661,0,0.28,Yes,4
CUST0629,33,Female,Single,Private Sector Employee,92398,18351,752,Gold,9,2,4954,1,0.27,No,4
CUST0630,53,Male,Single,Business Owner,147296,17643,430,Silver,12,5,11291,6,0.64,No,2
CUST0631,58,Female,Married,Private Sector Employee,50641,9028,819,Gold,3,2,3791,0,0.42,Yes,3
CUST0632,18,Female,Married,Student,4224,3156,624,Gold,4,1,1230,3,0.39,Yes,5
CUST0633,52,Male,Widowed,Executive,221250,39161,824,Diamond,7,1,14097,0,0.36,No,1
CUST0634,25,Male,Divorced,Student,2122,2649,527,Silver,3,2,2304,10,0.87,Yes,4
CUST0635,58,Female,Divorced,Executive,100748,28208,328,Silver,19,1,23130,8,0.82,Yes,3
CUST0636,39,Male,Divorced,Executive,86143,55158,766,Diamond,13,4,17098,1,0.31,No,3
CUST0637,49,Male,Married,Government Employee,76766,13147,722,Gold,1,3,3155,0,0.24,No,3
CUST0638,22,Female,Divorced,Student,350,4166,795,Gold,3,2,1874,1,0.45,Yes,4
CUST0639,38,Male,Married,Business Owner,173655,30629,594,Silver,20,2,21746,7,0.71,Yes,2
CUST0640,21,Female,Divorced,Student,2047,3769,619,Gold,3,1,1356,1,0.36,No,4
CUST0641,45,Female,Widowed,Executive,115323,60630,365,Silver,5,4,36378,10,0.6,Yes,1
CUST0642,46,Female,Married,Business Owner,153944,48433,833,Diamond,17,4,9202,1,0.19,No,3
CUST0643,52,Male,Divorced,Executive,236170,24222,587,Silver,9,2,14775,9,0.61,Yes,3
CUST0644,31,Female,Single,Business Owner,114092,49325,757,Diamond,7,1,10358,1,0.21,Yes,2
CUST0645,50,Male,Widowed,Government Employee,50432,6137,496,Silver,4,4,3313,6,0.54,No,2
CUST0646,46,Female,Married,Executive,94440,42152,597,Silver,12,3,37093,8,0.88,Yes,1
CUST0647,62,Male,Single,Executive,136357,44295,578,Silver,9,1,36764,5,0.83,No,3
CUST0648,48,Male,Widowed,Business Owner,112243,33607,388,Silver,18,3,28565,4,0.85,No,5
CUST0649,48,Female,Widowed,Executive,189923,30695,316,Silver,13,1,18723,6,0.61,Yes,1
CUST0650,31,Male,Single,Private Sector Employee,55896,7828,571,Silver,7,2,4383,3,0.56,No,5
CUST0651,18,Male,Single,Student,4173,2833,316,Silver,2,2,1501,3,0.53,Yes,5
CUST0652,48,Female,Divorced,Private Sector Employee,63411,18149,778,Gold,5,3,3811,0,0.21,Yes,4
CUST0653,59,Female,Married,Government Employee,32013,16700,453,Silver,2,5,9018,5,0.54,Yes,5
CUST0654,32,Male,Divorced,Government Employee,63268,8994,334,Silver,20,5,8004,8,0.89,No,3
CUST0655,53,Male,Single,Government Employee,67307,12356,324,Silver,16,5,8649,3,0.7,Yes,1
CUST0656,63,Female,Single,Executive,199994,60836,390,Silver,8,2,45627,7,0.75,Yes,5
CUST0657,54,Male,Divorced,Executive,104469,59458,780,Diamond,15,4,6540,1,0.11,Yes,4
CUST0658,47,Male,Single,Executive,101113,20205,548,Silver,17,3,17174,7,0.85,Yes,2
CUST0659,25,Female,Married,Student,2848,1752,465,Silver,2,2,1156,3,0.66,Yes,4
CUST0660,48,Male,Married,Executive,234236,30708,408,Silver,4,1,26101,9,0.85,Yes,3
CUST0661,59,Male,Widowed,Government Employee,69961,14506,484,Silver,2,1,12620,7,0.87,Yes,2
CUST0662,39,Female,Single,Business Owner,100206,20534,708,Platinum,11,1,3490,1,0.17,No,1
CUST0663,24,Female,Single,Student,1303,3029,540,Silver,3,2,2453,3,0.81,No,1
CUST0664,18,Male,Married,Student,4030,3969,558,Silver,4,2,2540,6,0.64,No,5
CUST0665,18,Male,Divorced,Student,938,2835,694,Gold,5,2,1644,2,0.58,Yes,4
CUST0666,61,Female,Divorced,Executive,227286,39761,769,Diamond,2,4,6759,1,0.17,No,5
CUST0667,43,Female,Widowed,Business Owner,114546,28551,489,Silver,5,3,24268,5,0.85,No,1
CUST0668,58,Female,Married,Executive,210658,67271,336,Silver,7,5,57853,4,0.86,Yes,2
CUST0669,18,Female,Married,Student,3384,1605,480,Silver,1,1,1043,9,0.65,Yes,2
CUST0670,59,Male,Widowed,Government Employee,31572,15848,720,Gold,8,3,2852,1,0.18,Yes,4
CUST0671,21,Male,Single,Student,3756,4131,453,Silver,1,1,3387,6,0.82,Yes,1
CUST0672,47,Female,Divorced,Business Owner,175256,29447,520,Silver,13,4,22379,6,0.76,Yes,4
CUST0673,63,Female,Married,Executive,137533,34664,455,Silver,18,4,21491,6,0.62,Yes,4
CUST0674,41,Male,Widowed,Executive,186613,38804,705,Platinum,20,4,11641,0,0.3,Yes,3
CUST0675,53,Male,Divorced,Executive,188661,70088,813,Diamond,12,4,23129,0,0.33,Yes,4
CUST0676,54,Female,Widowed,Government Employee,44636,7024,366,Silver,15,2,5057,7,0.72,Yes,3
CUST0677,44,Female,Single,Government Employee,54573,7301,794,Gold,2,5,949,1,0.13,No,1
CUST0678,35,Male,Single,Private Sector Employee,65651,13929,304,Silver,7,3,9053,6,0.65,No,2
CUST0679,55,Female,Divorced,Executive,149866,42298,827,Diamond,4,2,19457,1,0.46,No,2
CUST0680,48,Male,Divorced,Private Sector Employee,60051,10287,715,Gold,11,4,2468,1,0.24,Yes,1
CUST0681,56,Female,Married,Government Employee,42528,18403,575,Silver,10,3,16194,6,0.88,Yes,4
CUST0682,18,Male,Single,Student,3196,1547,519,Silver,3,2,1392,6,0.9,Yes,5
CUST0683,39,Male,Divorced,Government Employee,55560,7660,627,Gold,13,2,3370,1,0.44,Yes,3
CUST0684,44,Female,Widowed,Business Owner,133170,20841,502,Silver,3,1,18548,10,0.89,No,1
CUST0685,19,Male,Divorced,Student,982,3849,561,Silver,4,1,2155,9,0.56,Yes,4
CUST0686,55,Male,Widowed,Executive,145791,59217,454,Silver,20,3,50926,7,0.86,Yes,5
CUST0687,59,Male,Married,Government Employee,35467,5093,772,Gold,18,2,1476,1,0.29,Yes,5
CUST0688,51,Male,Married,Government Employee,38610,11169,708,Gold,5,1,5137,0,0.46,Yes,1
CUST0689,21,Male,Widowed,Student,3142,3956,608,Gold,3,2,1542,3,0.39,No,5
CUST0690,38,Female,Widowed,Executive,208581,50990,305,Silver,11,4,43341,3,0.85,No,1
CUST0691,63,Female,Divorced,Executive,234684,34081,619,Gold,20,4,11587,3,0.34,No,4
CUST0692,63,Female,Widowed,Business Owner,69548,30217,669,Platinum,6,4,17828,3,0.59,No,1
CUST0693,44,Male,Divorced,Business Owner,94856,38706,557,Silver,17,3,21675,7,0.56,Yes,5
CUST0694,47,Male,Widowed,Business Owner,124344,21978,377,Silver,6,2,16923,7,0.77,No,4
CUST0695,41,Male,Divorced,Executive,102231,35754,687,Platinum,17,5,11798,1,0.33,Yes,2
CUST0696,51,Male,Single,Private Sector Employee,51908,11706,695,Gold,14,2,4448,2,0.38,No,2
CUST0697,22,Male,Widowed,Student,4146,1726,577,Silver,5,1,1001,5,0.58,Yes,2
CUST0698,38,Male,Widowed,Executive,136449,53793,481,Silver,19,2,45724,3,0.85,Yes,4
CUST0699,32,Male,Married,Private Sector Employee,36356,6389,339,Silver,14,5,3386,3,0.53,No,3
CUST0700,34,Male,Married,Private Sector Employee,60545,7376,567,Silver,5,3,5310,6,0.72,No,5
CUST0701,22,Male,Married,Private Sector Employee,95209,8931,479,Silver,2,2,7323,8,0.82,Yes,1
CUST0702,51,Female,Widowed,Executive,135831,69943,803,Diamond,19,5,16086,0,0.23,Yes,5
CUST0703,22,Male,Single,Student,2879,1852,678,Gold,2,1,870,1,0.47,No,3
CUST0704,37,Male,Widowed,Executive,218929,35018,580,Silver,3,4,25913,8,0.74,Yes,4
CUST0705,48,Female,Widowed,Business Owner,85832,14727,649,Gold,13,2,7363,2,0.5,No,4
CUST0706,38,Female,Single,Government Employee,38553,17520,823,Gold,13,1,1927,1,0.11,Yes,3
CUST0707,61,Female,Divorced,Business Owner,125350,14461,387,Silver,15,3,11134,4,0.77,Yes,1
CUST0708,23,Female,Divorced,Private Sector Employee,71431,8728,412,Silver,2,1,5498,7,0.63,Yes,1
CUST0709,51,Female,Married,Government Employee,37519,7532,356,Silver,7,4,6176,6,0.82,Yes,4
CUST0710,40,Female,Single,Government Employee,27174,8630,471,Silver,5,2,4487,4,0.52,No,5
CUST0711,25,Male,Divorced,Student,3355,2024,692,Gold,5,2,1072,1,0.53,Yes,3
CUST0712,22,Male,Divorced,Student,3758,3840,602,Gold,3,1,2688,2,0.7,Yes,2
CUST0713,43,Female,Single,Private Sector Employee,93130,14131,491,Silver,19,3,9891,9,0.7,Yes,2
CUST0714,21,Female,Single,Student,1408,2428,326,Silver,4,2,1626,3,0.67,Yes,2
CUST0715,27,Male,Divorced,Private Sector Employee,60299,5445,590,Silver,11,3,2885,4,0.53,Yes,3
CUST0716,23,Female,Divorced,Student,3204,1751,336,Silver,1,2,1470,8,0.84,Yes,3
CUST0717,40,Male,Single,Government Employee,51837,14036,453,Silver,7,1,11649,10,0.83,Yes,3
CUST0718,28,Female,Widowed,Private Sector Employee,99406,10091,698,Gold,9,5,4036,3,0.4,Yes,5
CUST0719,43,Female,Single,Private Sector Employee,53868,8782,608,Gold,14,1,3776,3,0.43,Yes,2
CUST0720,28,Female,Divorced,Government Employee,75429,19778,665,Gold,4,1,8900,3,0.45,Yes,5
CUST0721,55,Male,Single,Executive,132179,30966,659,Platinum,7,1,13315,2,0.43,Yes,1
CUST0722,21,Female,Married,Student,565,2921,512,Silver,5,2,1635,5,0.56,Yes,2
CUST0723,49,Female,Married,Executive,80447,28343,579,Silver,9,3,16722,4,0.59,Yes,2
CUST0724,38,Male,Married,Executive,228976,68200,428,Silver,12,5,37510,9,0.55,No,1
CUST0725,22,Male,Married,Student,4144,4616,837,Gold,3,2,2123,1,0.46,No,3
CUST0726,51,Female,Single,Private Sector Employee,61940,16127,312,Silver,7,4,13224,8,0.82,No,4
CUST0727,52,Male,Married,Government Employee,71025,18554,467,Silver,4,3,12245,3,0.66,No,5
CUST0728,26,Male,Single,Government Employee,36084,18099,545,Silver,14,1,16108,6,0.89,Yes,3
CUST0729,19,Female,Divorced,Student,3445,4039,497,Silver,4,1,2625,8,0.65,Yes,2
CUST0730,24,Male,Divorced,Student,3278,1158,406,Silver,4,2,671,9,0.58,Yes,2
CUST0731,38,Female,Divorced,Government Employee,70292,5986,805,Gold,9,2,2693,1,0.45,No,4
CUST0732,50,Female,Married,Private Sector Employee,83371,16821,380,Silver,9,4,8915,7,0.53,Yes,2
CUST0733,38,Female,Divorced,Executive,116819,53027,497,Silver,19,4,30225,6,0.57,Yes,2
CUST0734,56,Male,Single,Business Owner,92873,22394,655,Platinum,11,5,14780,1,0.66,Yes,2
CUST0735,21,Female,Widowed,Student,818,1890,306,Silver,4,1,1663,10,0.88,Yes,5
CUST0736,65,Female,Single,Business Owner,191550,28587,660,Platinum,6,5,16294,1,0.57,No,4
CUST0737,43,Female,Married,Business Owner,80824,35414,836,Diamond,20,1,4603,1,0.13,No,2
CUST0738,64,Female,Widowed,Executive,181395,25997,843,Platinum,12,2,6499,1,0.25,Yes,3
CUST0739,31,Female,Widowed,Government Employee,39836,8275,374,Silver,4,2,4882,7,0.59,Yes,3
CUST0740,59,Female,Married,Government Employee,26133,5376,614,Gold,18,3,3709,2,0.69,Yes,4
CUST0741,54,Female,Married,Business Owner,87822,46548,495,Silver,9,2,32118,3,0.69,No,3
CUST0742,57,Male,Married,Executive,133084,58845,500,Silver,8,2,48252,6,0.82,Yes,5
CUST0743,41,Male,Divorced,Business Owner,171037,49981,547,Silver,18,4,38985,8,0.78,Yes,5
CUST0744,47,Male,Married,Government Employee,43033,16164,504,Silver,7,4,8728,4,0.54,Yes,4
CUST0745,65,Female,Single,Executive,86376,29934,337,Silver,4,4,19457,5,0.65,Yes,2
CUST0746,49,Male,Divorced,Private Sector Employee,74652,10485,733,Gold,5,3,4927,1,0.47,Yes,5
CUST0747,38,Male,Married,Executive,187300,57073,358,Silver,15,3,30248,3,0.53,Yes,4
CUST0748,57,Male,Widowed,Government Employee,55769,9505,738,Gold,9,1,1140,1,0.12,No,4
CUST0749,37,Female,Divorced,Private Sector Employee,96175,14349,314,Silver,6,3,11622,7,0.81,Yes,5
CUST0750,18,Male,Widowed,Student,1452,4136,723,Gold,2,2,537,1,0.13,Yes,2
CUST0751,43,Male,Single,Business Owner,174212,14565,474,Silver,16,2,7428,6,0.51,Yes,5
CUST0752,60,Male,Divorced,Business Owner,137312,32060,575,Silver,13,1,20197,3,0.63,No,4
CUST0753,51,Female,Single,Private Sector Employee,98607,19375,827,Gold,20,5,5231,1,0.27,No,3
CUST0754,59,Male,Divorced,Business Owner,127012,44310,480,Silver,14,2,31016,8,0.7,Yes,1
CUST0755,25,Male,Married,Student,3799,3137,443,Silver,2,2,1599,8,0.51,No,4
CUST0756,43,Female,Widowed,Executive,127701,26338,473,Silver,5,2,16592,6,0.63,Yes,4
CUST0757,33,Male,Married,Government Employee,47329,15360,750,Gold,6,3,7065,0,0.46,Yes,5
CUST0758,44,Female,Single,Government Employee,76597,6441,314,Silver,4,4,5796,8,0.9,No,1
CUST0759,59,Female,Widowed,Executive,128593,41095,403,Silver,5,5,27533,5,0.67,Yes,2
CUST0760,56,Male,Married,Business Owner,115536,22202,563,Silver,19,1,15319,5,0.69,Yes,2
CUST0761,39,Female,Widowed,Executive,240131,33795,444,Silver,4,1,29063,6,0.86,No,3
CUST0762,41,Female,Single,Executive,200781,41565,584,Silver,6,1,34914,6,0.84,Yes,2
CUST0763,40,Female,Divorced,Executive,108966,20223,717,Platinum,17,1,2628,0,0.13,Yes,1
CUST0764,56,Male,Married,Private Sector Employee,51975,17616,827,Gold,14,4,4580,0,0.26,Yes,2
CUST0765,45,Female,Divorced,Government Employee,52129,15763,741,Gold,1,2,5359,0,0.34,No,5
CUST0766,44,Female,Widowed,Private Sector Employee,31142,7011,398,Silver,4,4,3785,7,0.54,Yes,4
CUST0767,46,Female,Widowed,Government Employee,36871,16808,443,Silver,1,1,13278,5,0.79,Yes,4
CUST0768,56,Male,Widowed,Government Employee,29843,9566,813,Gold,10,2,2487,1,0.26,Yes,2
CUST0769,39,Male,Single,Executive,162162,28886,657,Platinum,5,5,12709,1,0.44,Yes,3
CUST0770,35,Female,Divorced,Executive,86345,36114,476,Silver,9,2,30335,8,0.84,Yes,4
CUST0771,27,Male,Divorced,Government Employee,74535,16887,544,Silver,7,4,9118,7,0.54,Yes,1
CUST0772,33,Male,Divorced,Business Owner,52875,36204,703,Platinum,15,1,8688,1,0.24,No,1
CUST0773,49,Male,Divorced,Government Employee,58342,15237,487,Silver,4,3,8380,9,0.55,Yes,4
CUST0774,19,Female,Single,Student,2518,1165,620,Gold,1,1,687,3,0.59,No,4
CUST0775,32,Male,Divorced,Government Employee,40285,15841,557,Silver,3,2,8870,3,0.56,No,2
CUST0776,54,Male,Divorced,Private Sector Employee,80449,13113,625,Gold,9,5,4065,2,0.31,Yes,1
CUST0777,55,Male,Widowed,Business Owner,56818,18673,502,Silver,9,5,16245,3,0.87,Yes,5
CUST0778,22,Female,Divorced,Student,3836,2654,554,Silver,5,1,1831,3,0.69,Yes,2
CUST0779,21,Male,Single,Student,4712,2413,356,Silver,5,1,1375,9,0.57,Yes,1
CUST0780,39,Male,Single,Business Owner,124568,44201,470,Silver,1,4,37128,8,0.84,Yes,1
CUST0781,49,Male,Single,Government Employee,71689,19808,593,Silver,9,3,15252,10,0.77,Yes,1
CUST0782,24,Male,Single,Student,4716,1340,720,Gold,2,1,603,0,0.45,No,1
CUST0783,24,Male,Single,Student,868,1803,511,Silver,4,2,901,5,0.5,No,1
CUST0784,45,Female,Widowed,Private Sector Employee,78432,10586,501,Silver,16,2,5928,7,0.56,Yes,1
CUST0785,37,Male,Single,Government Employee,65050,6830,373,Silver,2,3,4712,3,0.69,Yes,1
CUST0786,25,Male,Divorced,Student,3395,3613,706,Gold,4,1,1553,1,0.43,Yes,4
CUST0787,62,Female,Divorced,Business Owner,95628,36910,367,Silver,7,5,31373,6,0.85,Yes,2
CUST0788,40,Female,Single,Private Sector Employee,67710,6074,502,Silver,20,5,4676,7,0.77,Yes,2
CUST0789,53,Male,Divorced,Executive,213017,51355,529,Silver,8,4,32353,8,0.63,Yes,4
CUST0790,20,Male,Single,Student,4131,1642,330,Silver,4,1,1330,3,0.81,Yes,4
CUST0791,33,Female,Divorced,Private Sector Employee,80511,9017,349,Silver,17,4,6311,3,0.7,No,4
CUST0792,35,Male,Widowed,Executive,127782,50796,522,Silver,3,5,32001,6,0.63,No,1
CUST0793,53,Female,Divorced,Business Owner,91052,22719,700,Platinum,11,1,7042,1,0.31,Yes,2
CUST0794,55,Male,Widowed,Private Sector Employee,93443,16933,611,Gold,14,2,9821,2,0.58,Yes,3
CUST0795,62,Female,Widowed,Executive,218270,42358,670,Platinum,3,3,23720,1,0.56,Yes,4
CUST0796,55,Female,Married,Private Sector Employee,92660,18287,833,Gold,4,1,5486,0,0.3,Yes,4
CUST0797,20,Female,Divorced,Student,3751,1414,667,Gold,2,1,452,2,0.32,No,4
CUST0798,39,Male,Single,Executive,126363,50542,773,Diamond,19,1,24260,1,0.48,Yes,2
CUST0799,40,Male,Married,Government Employee,52360,14444,532,Silver,6,4,9388,7,0.65,Yes,4
CUST0800,54,Male,Widowed,Executive,188202,24581,659,Platinum,11,4,15977,2,0.65,Yes,4
CUST0801,22,Male,Married,Student,3983,4492,483,Silver,3,2,2605,4,0.58,Yes,1
CUST0802,46,Female,Widowed,Executive,161598,46103,308,Silver,17,5,38265,4,0.83,Yes,4
CUST0803,30,Male,Married,Business Owner,171008,29337,514,Silver,14,3,18188,4,0.62,Yes,2
CUST0804,20,Male,Single,Student,2019,1961,614,Gold,3,2,1039,3,0.53,No,1
CUST0805,58,Male,Divorced,Executive,221059,22251,335,Silver,15,4,13128,4,0.59,Yes,5
CUST0806,32,Female,Single,Government Employee,31294,8823,373,Silver,13,1,4499,8,0.51,Yes,1
CUST0807,57,Female,Divorced,Government Employee,34131,13054,789,Gold,1,2,1435,1,0.11,Yes,4
CUST0808,32,Female,Single,Private Sector Employee,68571,18217,323,Silver,14,4,14209,6,0.78,Yes,3
CUST0809,18,Female,Widowed,Student,2140,2015,378,Silver,3,1,1692,5,0.84,No,3
CUST0810,48,Male,Widowed,Government Employee,55055,8174,617,Gold,2,3,5394,2,0.66,No,5
CUST0811,65,Male,Divorced,Business Owner,108636,17644,532,Silver,17,3,11821,4,0.67,Yes,5
